nation,web_scraper_order,web_scraper_start_url,name,team_contract,best_position,club_position,team_contract2,birth_year,acceleration_type,total_stats,data,height,weight,joined,value,wage,release_clause,body_type,total_attacking,total_skill,total_movement,total_power,total_mentality,total_defending,total_goalkeeping,base_stats,name2,name3,name4,name5,playstyles,playstyles2,playstyles3,playstyles4,playstyles5,age,overall_rating,potential,best_overall,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,fk_accuracy,long_passing,ball_control,acceleration,sprint_speed,image,playstyles_+,growth,agility,heading_accuracy2,reactions,balance,shot_power,jumping,phone,foot,loan_date_end,attacking_work_rate,defensive_work_rate,real_face,team_contract4,weak_foot,skill_moves,international_reputation,image2,team_contract3,overall_rating2,short_passing2,dribbling2,ball_control2,sprint_speed2,penalties,stamina,strength,long_shots,aggression,name7,name6,name8,interceptions,attack_position
switzerland,1771705858-23,https://sofifa.com/squad/2415734,Y. Mvogo,FC Lorient,GK,GK,2022 ~ 2027,1994,,1273,206003.0,"189cm 6'2""",93kg 205lbs,"Jul 13, 2022",€4M,€13K,€8M,Normal (185+),90,101,270,242.0,135.0,58,377.0,419,,,GK,,Footwork,Far reach,,,,31,76.0,76.0,76.0,13.0,10.0,24.0,24.0,19.0,18.0,14.0,20.0,22.0,27.0,43.0,41.0,https://cdn.sofifa.net/players/206/003/26_180.png,,0.0,58.0,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
switzerland,1771705858-24,https://sofifa.com/squad/2415734,B. Omeragić,Montpellier HSC,CB,LCB,2023 ~ 2028,2002,,1814,244603.0,"187cm 6'2""",74kg 163lbs,"Jul 1, 2023",€6M,€7K,€11.7M,Lean (185+),270,287,346,324.0,302.0,223,62.0,392,,,CB,,,,,,,23,74.0,80.0,76.0,57.0,28.0,72.0,74.0,39.0,65.0,49.0,31.0,72.0,70.0,71.0,78.0,https://cdn.sofifa.net/players/244/603/26_180.png,,6.0,70.0,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
switzerland,1771705858-25,https://sofifa.com/squad/2415734,D. Sow,Sevilla FC,RWB,LCM,2023 ~ 2028,1997,,2075,229752.0,"183cm 6'0""",76kg 168lbs,"Aug 4, 2023",€7.5M,€30K,€15.8M,Lean (170-185),346,354,380,370.0,360.0,223,42.0,447,,,CM,,,,,,,28,76.0,76.0,77.0,70.0,69.0,64.0,77.0,66.0,73.0,68.0,62.0,72.0,79.0,75.0,81.0,https://cdn.sofifa.net/players/229/752/26_180.png,,0.0,74.0,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
switzerland,1771705858-26,https://sofifa.com/squad/2415734,Z. Amdouni,Burnley,CAM,RES,2023 ~ 2028,2000,,1927,262642.0,"185cm 6'1""",79kg 174lbs,"Jul 19, 2023",€8M,€46K,€15.8M,Normal (185+),340,344,362,377.0,323.0,130,51.0,408,,,ST,ST,Technical,,,,,24,75.0,79.0,77.0,60.0,76.0,65.0,74.0,65.0,77.0,62.0,60.0,67.0,78.0,70.0,72.0,https://cdn.sofifa.net/players/262/642/26_180.png,,4.0,75.0,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tunisia,1771710868-1,https://sofifa.com/squad/2416760,M. Hassen,Red Star FC,GK,RES,2026 ~ 2029,1995,Controlled,1121,209483.0,"186cm 6'1""",78kg 172lbs,"Jan 6, 2026",€900K,€2K,€1.6M,Normal (185+),91,84,271,205.0,100.0,38,332.0,380,GK,,,,Cross claimer,,,,,30,68.0,69.0,68.0,20.0,15.0,16.0,24.0,16.0,13.0,10.0,14.0,23.0,24.0,48.0,48.0,https://cdn.sofifa.net/player_0.png,,1.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tunisia,1771710868-2,https://sofifa.com/squad/2416760,Y. Valery,BSC Young Boys,,,"Jun 30, 2026 On loan",1999,Controlled lengthy,1829,236316.0,"185cm 6'1""",85kg 187lbs,"Jun 21, 2024",€2M,€8K,€0,Lean (185+),280,298,328,354.0,302.0,209,58.0,390,RB,CB,CM,,Jockey,,,,,26,71.0,72.0,71.0,69.0,42.0,68.0,67.0,34.0,70.0,55.0,41.0,63.0,69.0,69.0,56.0,https://cdn.sofifa.net/players/236/316/26_180.png,,1.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tunisia,1771710868-3,https://sofifa.com/squad/2416760,M. Talbi,FC Lorient,,,2022 ~ 2027,1998,Controlled lengthy,1574,245410.0,"190cm 6'3""",81kg 179lbs,"Jul 18, 2022",€4.5M,€17K,€9.3M,Lean (185+),223,217,310,304.0,243.0,224,53.0,337,CB,CB,,,Block,Anticipate,Slide tackle,,,27,74.0,76.0,76.0,27.0,23.0,74.0,65.0,34.0,48.0,29.0,35.0,40.0,65.0,54.0,58.0,https://cdn.sofifa.net/players/245/410/26_180.png,,2.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tunisia,1771710868-4,https://sofifa.com/squad/2416760,D. Bronn,Servette FC,,RES,2025 ~ 2026,1995,Controlled lengthy,1849,235565.0,"185cm 6'1""",76kg 168lbs,"Jul 2, 2025",€1M,€7K,€1.5M,Normal (185+),308,300,312,365.0,322.0,201,41.0,390,CB,CB,,,,,,,,30,68.0,68.0,68.0,65.0,56.0,67.0,66.0,54.0,57.0,63.0,52.0,64.0,64.0,62.0,58.0,https://cdn.sofifa.net/players/235/565/26_180.png,,0.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tunisia,1771710868-5,https://sofifa.com/squad/2416760,A. Abdi,OGC Nice,,,2024 ~ 2027,1993,Controlled lengthy,1983,252711.0,"183cm 6'0""",73kg 161lbs,"Sep 2, 2024",€4.1M,€24K,€7.8M,Normal (170-185),327,325,386,371.0,312.0,204,58.0,433,LB,,,LB,Whipped pass,Anticipate,Relentless,,,31,75.0,75.0,75.0,73.0,63.0,69.0,73.0,49.0,72.0,69.0,44.0,65.0,75.0,83.0,89.0,https://cdn.sofifa.net/players/252/711/26_180.png,,0.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tunisia,1771710868-6,https://sofifa.com/squad/2416760,Hannibal,Burnley,,,2024 ~ 2028,2003,Controlled,2048,258171.0,"182cm 6'0""",70kg 154lbs,"Aug 28, 2024",€9.5M,€39K,€20M,Lean (170-185),321,366,379,374.0,357.0,209,42.0,438,CM,,CM,,,,,,,22,74.0,82.0,76.0,69.0,60.0,57.0,75.0,60.0,75.0,76.0,67.0,72.0,76.0,74.0,77.0,https://cdn.sofifa.net/players/258/171/26_180.png,,8.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tunisia,1771710868-7,https://sofifa.com/squad/2416760,E. Skhiri,Eintracht Frankfurt,,,2023 ~ 2027,1995,Controlled lengthy,2084,225126.0,"185cm 6'1""",74kg 163lbs,"Jul 5, 2023",€12M,€33K,€20.4M,Lean (185+),353,353,348,375.0,360.0,230,65.0,434,CDM,,CM,,Intercept,Press proven,Relentless,,,30,78.0,78.0,78.0,67.0,74.0,75.0,77.0,60.0,75.0,72.0,55.0,77.0,74.0,65.0,64.0,https://cdn.sofifa.net/players/225/126/26_180.png,,0.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tunisia,1771710868-8,https://sofifa.com/squad/2416760,I. Gharbi,FC Augsburg,,,"Jun 30, 2026 On loan",2004,Explosive,1825,263194.0,"173cm 5'8""",66kg 146lbs,"Aug 31, 2024",€5.5M,€8K,€0,Normal (170-185),301,349,390,323.0,290.0,120,52.0,387,LM,,,,Gamechanger,Inventive,Technical,,,21,72.0,80.0,74.0,66.0,65.0,45.0,70.0,55.0,77.0,74.0,57.0,64.0,77.0,81.0,75.0,https://cdn.sofifa.net/players/263/194/26_180.png,,8.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tunisia,1771710868-9,https://sofifa.com/squad/2416760,E. Achouri,FC København,,,2023 ~ 2028,1999,Mostly explosive,1769,263672.0,"177cm 5'10""",70kg 154lbs,"Jul 24, 2023",€2.6M,€17K,€3.4M,Normal (170-185),301,327,389,323.0,278.0,92,59.0,380,LM,,,,Inventive,Technical,Trickster,,,26,72.0,72.0,72.0,66.0,64.0,44.0,66.0,61.0,76.0,65.0,54.0,58.0,74.0,86.0,85.0,https://cdn.sofifa.net/players/263/672/26_180.png,,0.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tunisia,1771710868-10,https://sofifa.com/squad/2416760,E. Saad,Hannover 96,,,"Jun 30, 2026 On loan",1999,Controlled,1730,274000.0,"185cm 6'1""",72kg 159lbs,"Jul 1, 2025",€2.2M,€22K,€0,Lean (185+),308,317,384,312.0,264.0,97,48.0,370,LW,,,,Finesse shot,Tiki taka,Inventive,,,25,71.0,72.0,72.0,64.0,70.0,42.0,72.0,60.0,77.0,63.0,42.0,63.0,72.0,80.0,67.0,https://cdn.sofifa.net/players/274/000/26_180.png,,1.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tunisia,1771710868-11,https://sofifa.com/squad/2416760,A. Bettaieb,FC Argeș,,,2025 ~ 2026,1997,Controlled lengthy,1565,270104.0,"184cm 6'0""",78kg 172lbs,"Jul 13, 2025",€400K,€1K,€540K,Normal (170-185),291,279,309,319.0,250.0,59,58.0,328,ST,,,,,,,,,28,62.0,62.0,62.0,52.0,61.0,57.0,61.0,60.0,62.0,49.0,54.0,53.0,61.0,68.0,64.0,https://cdn.sofifa.net/players/270/104/26_180.png,,0.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tunisia,1771710868-12,https://sofifa.com/squad/2416760,M. Neffati,IFK Norrköping,,,2024 ~ 2026,2004,Controlled,1677,279056.0,"182cm 6'0""",74kg 163lbs,"Jan 18, 2024",€1.2M,€1K,€1.7M,Normal (170-185),283,260,332,288.0,277.0,180,57.0,362,RB,,CM,,,,,,,20,64.0,75.0,64.0,60.0,57.0,60.0,63.0,43.0,60.0,44.0,31.0,62.0,63.0,68.0,71.0,https://cdn.sofifa.net/players/279/056/26_180.png,,11.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tunisia,1771710868-13,https://sofifa.com/squad/2416760,A. Ghram,Shakhtar Donetsk,,,2024 ~ 2029,2001,Controlled lengthy,1682,72919.0,"190cm 6'3""",79kg 174lbs,"Jun 26, 2024",€2.1M,€7K,€5M,Lean (185+),241,275,334,312.0,275.0,200,45.0,370,CB,CB,CM,,,,,,,23,67.0,75.0,69.0,43.0,37.0,67.0,69.0,25.0,62.0,48.0,33.0,68.0,64.0,73.0,72.0,https://cdn.sofifa.net/players/072/919/26_180.png,,8.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tunisia,1771710868-14,https://sofifa.com/squad/2416760,A. Arous,Kasımpaşa SK,,,2025 ~ 2028,2004,Controlled lengthy,1380,81410.0,"188cm 6'2""",72kg 159lbs,"Sep 3, 2025",€675K,€2K,€1.5M,Normal (185+),199,188,276,259.0,208.0,199,51.0,303,CB,CB,,,,,,,,20,61.0,70.0,63.0,30.0,30.0,58.0,55.0,26.0,32.0,28.0,28.0,50.0,50.0,62.0,61.0,https://cdn.sofifa.net/player_0.png,,9.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tunisia,1771710868-15,https://sofifa.com/squad/2416760,J. Dudziak,Hertha BSC,,,2025 ~ 2026,1995,Controlled explosive,1894,206463.0,"176cm 5'9""",70kg 154lbs,"Oct 8, 2025",€900K,€5K,€1.4M,Lean (170-185),305,338,363,316.0,327.0,194,51.0,391,LB,,CM,LB,Technical,,,,,29,67.0,67.0,68.0,65.0,58.0,55.0,69.0,58.0,72.0,71.0,62.0,61.0,72.0,70.0,61.0,https://cdn.sofifa.net/player_0.png,,0.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tunisia,1771710868-16,https://sofifa.com/squad/2416760,M. Mahmoud,FC Lugano,,,2021 ~ 2026,2000,Controlled,1792,264705.0,"179cm 5'10""",78kg 172lbs,"Aug 27, 2021",€1.9M,€5K,€3.2M,Stocky (170-185),287,296,329,334.0,304.0,195,47.0,388,CDM,,CM,,Precision header,,,,,25,67.0,74.0,68.0,59.0,56.0,56.0,71.0,45.0,66.0,47.0,45.0,71.0,67.0,66.0,68.0,https://cdn.sofifa.net/players/264/705/26_180.png,,7.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tunisia,1771710868-17,https://sofifa.com/squad/2416760,A. Slimane,Norwich City,,,2025 ~ 2028,2001,Controlled lengthy,1795,255210.0,"188cm 6'2""",86kg 190lbs,"Jan 13, 2025",€1.5M,€12K,€3M,Normal (185+),274,317,332,346.0,302.0,174,50.0,387,CM,,CM,,,,,,,24,67.0,71.0,69.0,45.0,60.0,50.0,69.0,50.0,70.0,59.0,51.0,67.0,70.0,66.0,65.0,https://cdn.sofifa.net/players/255/210/26_180.png,,4.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tunisia,1771710868-18,https://sofifa.com/squad/2416760,S. Tounekti,Celtic,,,2025 ~ 2030,2002,Controlled,1736,256383.0,"183cm 6'0""",68kg 150lbs,"Sep 1, 2025",€6M,€36K,€11.4M,Lean (170-185),293,332,402,329.0,273.0,71,36.0,380,LW,,,,,,,,,22,73.0,80.0,74.0,69.0,67.0,32.0,67.0,58.0,78.0,64.0,57.0,59.0,74.0,85.0,83.0,https://cdn.sofifa.net/players/256/383/26_180.png,,7.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tunisia,1771710868-19,https://sofifa.com/squad/2416760,M. Ben Ouanes,Kasımpaşa SK,,,2021 ~ 2027,1994,Controlled explosive,1876,263432.0,"182cm 6'0""",75kg 165lbs,"Jul 2, 2021",€1.3M,€9K,€2.6M,Normal (170-185),297,323,339,330.0,323.0,202,62.0,399,LM,,,LB,,,,,,30,69.0,69.0,69.0,69.0,59.0,59.0,70.0,40.0,68.0,69.0,52.0,65.0,69.0,73.0,72.0,https://cdn.sofifa.net/players/263/432/26_180.png,,0.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tunisia,1771710868-20,https://sofifa.com/squad/2416760,L. Ben Farhat,Karlsruher SC,,,2024 ~ 2028,2006,Explosive,1694,71474.0,"175cm 5'9""",61kg 134lbs,"Mar 8, 2024",€1.8M,€3K,€4M,Lean (170-185),287,313,405,272.0,249.0,106,62.0,360,ST,,,,Gamechanger,Technical,,,,18,65.0,81.0,71.0,57.0,67.0,39.0,67.0,57.0,71.0,66.0,45.0,61.0,70.0,84.0,83.0,https://cdn.sofifa.net/players/071/474/26_180.png,,16.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tunisia,1771710868-21,https://sofifa.com/squad/2416760,A. Cherni,Göztepe SK,,,2025 ~ 2028,2001,Controlled,1590,276544.0,"181cm 5'11""",77kg 170lbs,"Jul 23, 2025",€1.3M,€5K,€2.9M,Lean (170-185),240,257,342,274.0,238.0,183,56.0,347,LB,,,LB,Intercept,,,,,23,66.0,72.0,67.0,65.0,32.0,44.0,64.0,35.0,63.0,55.0,33.0,51.0,55.0,79.0,70.0,https://cdn.sofifa.net/players/276/544/26_180.png,,6.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tunisia,1771710868-22,https://sofifa.com/squad/2416760,C. Labidi,CD Nacional,,,2024 ~ 2027,2001,Controlled lengthy,1726,74314.0,"190cm 6'3""",78kg 172lbs,"Sep 2, 2024",€1.5M,€3K,€3.3M,Normal (185+),265,296,325,299.0,309.0,187,45.0,379,CM,,CM,,,,,,,24,67.0,72.0,69.0,54.0,55.0,44.0,69.0,43.0,68.0,46.0,46.0,66.0,70.0,65.0,63.0,https://cdn.sofifa.net/players/074/314/26_180.png,,5.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
united states,1771705923-1,https://sofifa.com/squad/2418359,M. Turner,New England Revolution,GK,GK,"Jun 30, 2026 On loan",1994,Controlled,1177,233267.0,"191cm 6'3""",79kg 174lbs,"Aug 1, 2025",€2.2M,€12K,€0,Lean (185+),82,96,241,229.0,136.0,33,360.0,400,GK,,,,Far throw,Footwork,,,,31,74.0,74.0,74.0,13.0,15.0,14.0,24.0,16.0,16.0,13.0,14.0,29.0,24.0,38.0,42.0,https://cdn.sofifa.net/players/233/267/26_180.png,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
united states,1771705923-2,https://sofifa.com/squad/2418359,J. Scally,Borussia Mönchengladbach,RB,RB,2021 ~ 2027,2002,Controlled,1850,243133.0,"184cm 6'0""",80kg 176lbs,"Jan 1, 2021",€7M,€21K,€12.4M,Normal (170-185),265,282,385,340.0,306.0,223,49.0,411,RB,RM,RB,RW,Anticipate,One club player,,,,22,75.0,78.0,75.0,54.0,49.0,64.0,69.0,29.0,68.0,60.0,28.0,58.0,68.0,80.0,85.0,https://cdn.sofifa.net/players/243/133/26_180.png,,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
united states,1771705923-3,https://sofifa.com/squad/2418359,C. Carter-Vickers,Celtic,CB,RES,2022 ~ 2029,1997,Controlled lengthy,1808,228174.0,"183cm 6'0""",92kg 203lbs,"Jul 1, 2022",€18.5M,€59K,€32.8M,Stocky (170-185),238,277,392,341.0,276.0,231,53.0,403,CB,,,,Pinged pass,Jockey,Aerial fortress,Bruiser,,27,79.0,81.0,81.0,37.0,24.0,75.0,76.0,26.0,65.0,36.0,30.0,70.0,76.0,79.0,78.0,https://cdn.sofifa.net/players/228/174/26_180.png,,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
united states,1771705923-4,https://sofifa.com/squad/2418359,C. Richards,Crystal Palace,CB,LCB,2022 ~ 2027,2000,Controlled lengthy,1696,250954.0,"188cm 6'2""",87kg 192lbs,"Jul 27, 2022",€19.5M,€76K,€38.5M,Normal (185+),243,262,328,292.0,285.0,242,44.0,372,CB,,,,Long throw,,,,,25,79.0,81.0,81.0,44.0,23.0,78.0,72.0,26.0,62.0,45.0,24.0,65.0,66.0,64.0,67.0,https://cdn.sofifa.net/players/250/954/26_180.png,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
united states,1771705923-5,https://sofifa.com/squad/2418359,A. Robinson,Fulham FC,LB,LB,2020 ~ 2028,1997,Controlled,2051,229348.0,"183cm 6'0""",70kg 154lbs,"Aug 20, 2020",€29.5M,€100K,€56.1M,Lean (185+),310,349,400,333.0,365.0,235,59.0,444,LB,,,,Long ball pass,Whipped pass,Jockey,Intercept,,27,82.0,82.0,82.0,81.0,44.0,64.0,76.0,45.0,79.0,80.0,39.0,74.0,77.0,87.0,89.0,https://cdn.sofifa.net/players/229/348/26_180.png,,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
united states,1771705923-6,https://sofifa.com/squad/2418359,Johnny Cardoso,Atlético Madrid,CDM,SUB,2025 ~ 2030,2001,Controlled,2124,259516.0,"185cm 6'1""",78kg 172lbs,"Jul 16, 2025",€29M,€56K,€63.1M,Lean (185+),346,370,369,383.0,370.0,235,51.0,450,CDM,,,,Precision header,Intercept,Aerial fortress,Bruiser,,23,80.0,85.0,82.0,65.0,63.0,75.0,81.0,62.0,76.0,69.0,66.0,78.0,81.0,75.0,74.0,https://cdn.sofifa.net/players/259/516/26_180.png,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
united states,1771705923-7,https://sofifa.com/squad/2418359,W. McKennie,Juventus,CB,RM,2021 ~ 2026,1998,Controlled lengthy,2183,238744.0,"183cm 6'0""",84kg 185lbs,"Jul 1, 2021",€16.5M,€95K,€29.3M,Stocky (170-185),387,373,367,398.0,375.0,235,48.0,462,CM,RM,,,Incisive pass,Aerial fortress,Long throw,,,26,78.0,79.0,81.0,78.0,68.0,86.0,78.0,77.0,78.0,77.0,63.0,77.0,78.0,75.0,78.0,https://cdn.sofifa.net/players/238/744/26_180.png,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
united states,1771705923-8,https://sofifa.com/squad/2418359,M. Tillman,Bayer 04 Leverkusen,CAM,LAM,2025 ~ 2030,2002,Controlled,2150,256853.0,"187cm 6'2""",86kg 190lbs,"Jul 12, 2025",€39M,€74K,€69.2M,Normal (185+),357,397,406,407.0,345.0,186,52.0,461,CAM,,,,Power shot,Incisive pass,Inventive,Technical,,23,81.0,86.0,83.0,69.0,75.0,73.0,80.0,60.0,82.0,82.0,75.0,75.0,83.0,83.0,84.0,https://cdn.sofifa.net/players/256/853/26_180.png,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
united states,1771705923-9,https://sofifa.com/squad/2418359,A. Zendejas,,RW,,Free,1998,Mostly explosive,2002,226579.0,"165cm 5'5""",64kg 141lbs,"Jan 17, 2022",€0,€0,€0,Normal (170-),345,375,399,363.0,329.0,143,48.0,429,RW,RM,,RW,Technical,,,,,27,77.0,77.0,77.0,78.0,73.0,50.0,73.0,71.0,82.0,80.0,61.0,73.0,79.0,82.0,80.0,https://cdn.sofifa.net/players/226/579/26_180.png,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
united states,1771705923-10,https://sofifa.com/squad/2418359,F. Balogun,AS Monaco,ST,ST,2023 ~ 2028,2001,Controlled,1842,247463.0,"178cm 5'10""",66kg 146lbs,"Aug 30, 2023",€16M,€30K,€31.6M,Normal (170-185),358,323,395,375.0,285.0,49,57.0,391,ST,,,,Acrobatic,,,,,23,77.0,82.0,79.0,58.0,79.0,75.0,69.0,77.0,78.0,59.0,52.0,57.0,77.0,82.0,85.0,https://cdn.sofifa.net/players/247/463/26_180.png,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
united states,1771705923-11,https://sofifa.com/squad/2418359,C. Pulisic,AC Milan,RW,RS,2023 ~ 2027,1998,Mostly explosive,2131,227796.0,"178cm 5'10""",73kg 161lbs,"Jul 13, 2023",€59M,€86K,€100.3M,Lean (170-185),372,406,430,364.0,354.0,142,63.0,447,RW,RM,,RW,Dead ball,Low driven shot,Incisive pass,Quick step,,26,85.0,85.0,85.0,80.0,85.0,50.0,81.0,76.0,85.0,84.0,75.0,75.0,87.0,90.0,86.0,https://cdn.sofifa.net/players/227/796/26_180.png,,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
united states,1771705923-12,https://sofifa.com/squad/2418359,Z. Steffen,Colorado Rapids,GK,GK,2024 ~ 2026,1995,Controlled lengthy,1286,234777.0,"191cm 6'3""",86kg 190lbs,"Jan 31, 2024",€1.6M,€5K,€2.3M,Stocky (185+),96,122,279,241.0,153.0,37,358.0,411,GK,,,,Far throw,Footwork,,,,30,72.0,72.0,72.0,14.0,9.0,13.0,52.0,8.0,15.0,13.0,11.0,52.0,31.0,54.0,52.0,https://cdn.sofifa.net/players/234/777/26_180.png,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
united states,1771705923-13,https://sofifa.com/squad/2418359,B. Reynolds,KVC Westerlo,RWB,RB,2023 ~ 2027,2001,Controlled,1838,242907.0,"188cm 6'2""",75kg 165lbs,"Jul 30, 2023",€8M,€10K,€13.2M,Lean (185+),298,307,342,327.0,302.0,206,56.0,399,RB,RM,RB,,Incisive pass,Whipped pass,,,,24,74.0,81.0,75.0,74.0,47.0,65.0,73.0,39.0,73.0,58.0,34.0,68.0,74.0,72.0,67.0,https://cdn.sofifa.net/players/242/907/26_180.png,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
united states,1771705923-14,https://sofifa.com/squad/2418359,M. McKenzie,Toulouse FC,CB,RCB,2024 ~ 2027,1999,Controlled lengthy,1684,242195.0,"184cm 6'0""",83kg 183lbs,"Aug 16, 2024",€4.9M,€20K,€10.2M,Normal (170-185),231,243,369,313.0,254.0,223,51.0,381,CB,,,,,,,,,26,74.0,77.0,76.0,25.0,37.0,69.0,72.0,28.0,59.0,26.0,24.0,68.0,66.0,78.0,82.0,https://cdn.sofifa.net/players/242/195/26_180.png,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
united states,1771705923-15,https://sofifa.com/squad/2418359,A. Trusty,Celtic,CB,RCB,2024 ~ 2029,1998,Controlled lengthy,1804,235755.0,"191cm 6'3""",85kg 187lbs,"Aug 30, 2024",€4.9M,€41K,€8.7M,Lean (185+),273,261,337,359.0,296.0,218,60.0,396,CB,,,,,,,,,26,74.0,77.0,76.0,53.0,42.0,74.0,65.0,39.0,59.0,48.0,29.0,63.0,62.0,74.0,81.0,https://cdn.sofifa.net/players/235/755/26_180.png,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
united states,1771705923-16,https://sofifa.com/squad/2418359,S. Dest,PSV,RM,RB,2024 ~ 2028,2000,Explosive,2071,251804.0,"173cm 5'8""",68kg 150lbs,"Jul 1, 2024",€23.5M,€22K,€34.7M,Normal (170-185),321,354,429,349.0,334.0,223,61.0,449,RB,RM,RB,,Inventive,Technical,Quick step,Relentless,,24,79.0,83.0,81.0,76.0,60.0,59.0,80.0,46.0,84.0,74.0,43.0,71.0,82.0,89.0,86.0,https://cdn.sofifa.net/players/251/804/26_180.png,,,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
united states,1771705923-17,https://sofifa.com/squad/2418359,T. Adams,AFC Bournemouth,CDM,SUB,2023 ~ 2028,1999,Controlled explosive,2036,232999.0,"175cm 5'9""",72kg 159lbs,"Aug 20, 2023",€19.5M,€72K,€38.5M,Normal (170-185),303,336,398,358.0,357.0,238,46.0,440,CDM,,,,,,,,,26,79.0,81.0,80.0,65.0,55.0,65.0,78.0,40.0,74.0,68.0,42.0,76.0,76.0,85.0,74.0,https://cdn.sofifa.net/players/232/999/26_180.png,,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
united states,1771705923-18,https://sofifa.com/squad/2418359,T. Tessmann,Olympique Lyonnais,CM,RCM,2024 ~ 2029,2001,Controlled lengthy,1958,256104.0,"188cm 6'2""",86kg 190lbs,"Aug 27, 2024",€11M,€17K,€23.1M,Normal (185+),315,340,317,392.0,335.0,218,41.0,418,CDM,,,,Incisive pass,Long ball pass,Anticipate,Slide tackle,,23,76.0,82.0,77.0,62.0,58.0,69.0,78.0,48.0,71.0,58.0,60.0,77.0,74.0,51.0,62.0,https://cdn.sofifa.net/players/256/104/26_180.png,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
united states,1771705923-19,https://sofifa.com/squad/2418359,P. Aaronson,Colorado Rapids,CAM,CAM,2025 ~ 2030,2003,Mostly explosive,1991,260523.0,"175cm 5'9""",63kg 139lbs,"Aug 21, 2025",€11.5M,€7K,€19M,Lean (170-185),314,342,399,336.0,341.0,208,51.0,430,CM,,,,,,,,,21,75.0,82.0,77.0,61.0,72.0,47.0,76.0,58.0,75.0,68.0,51.0,72.0,76.0,80.0,85.0,https://cdn.sofifa.net/players/260/523/26_180.png,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
